Model Name,V_rated,Irated,Package,RthJC IGBT,RthJC Diode,RthCS,Blank,Tjrated,Vref,EonTjmax,hTjmax,kTjmax,xTjmax,EoffTjmax,mTjmax,nTjmax,yTjmax,VtTjmax,aTjmax,bTjmax,Er0Tjmax,d1Tjmax,d2Tjmax,VtdTjmax,adTjmax,bdTjmax,Eon,h,k,x,Eoff,m,n,y,Vt,a,b,Er0,d1,d2,Vtd,ad,bd,Include Model?,
Models_Random,,,,,,,,,,IGBT Parameters at Tjmax,,,,,,,,,,,Diode Parameters at Tjmax,,,,,,IGBT Parameters at 25°C,,,,,,,,,,,Diode Parameters at 25°C,Diode Parameters at 25°C,,,,,,
STGD10NC60KD  ,600,10,TO-252AA,2,4.5,45,,125,390,5.9207,6.3628,0.000097,1.1804904,11.2954,13.882,0.0001,1.161073179,0.85085,0.24757,0.83962,,0,0,0.255028,0.66526,0.440966,4.3479,3.475,0.135211,1.180725103,5.8616,6.4364,0.0001,1.231270589,1.238237,0.266296,0.814179,,0,0.79457,0.543651,0.76632,0.39618,1,
STGB10NC60KD  ,600,10,TO-263AB,1.9,4,35,,125,390,5.6329,6.7437,0.000103,1.22446574,11.7016,13.1379,0.0001,1.184504394,0.88665,0.25757,0.85805,,0,0,0.263831,0.649238,0.438094,4.4379,3.4794,0.13188,1.133421335,5.4825,6.8329,0.000102,1.172194204,1.256825,0.258393,0.77278,,0,0.800842,0.561547,0.76973,0.392277,1,
STGF14NC60KD  ,600,14,TO-220 FullPak,4.5,5.6,0.5,,125,390,22.3598,5.7843,1.552472,,0,46.9509,1.0593,,0.93174,0.1516,0.90678,0,0,0,0.361254,0.401259,0.439545,12.2445,4.0797,1.486225,,0,18.841,1.025032,,1.170813,0.176824,0.820387,0,0,0,0.759428,0.449401,0.424737,1,
STGP14NC60KD  ,600,14,TO-220AB,1.56,2.2,2,,125,390,22.5781,5.6565,1.520511,,0,45.3743,1.08695,,0.93031,0.15255,0.83813,0,0,0,0.356626,0.403078,0.444545,12.3707,3.9628,1.497463,,0,19.8947,1.10333,,1.20945,0.174346,0.881459,0,0,0,0.81923,0.427984,0.438188,1,
STGB14NC60KD  ,600,14,TO-263AB,1.56,2.2,35,,125,390,22.7494,5.7011,1.535139,,0,45.1614,1.04333,,0.94257,0.15998,0.85353,0,0,0,0.378611,0.417446,0.434338,12.5242,3.7822,1.433382,,0,20.2253,1.058166,,1.1987,0.179629,0.862493,0,0,0,0.802959,0.445375,0.434027,1,
STGF10NB60SD  ,600,16,TO-220 FullPak,5,5.6,0.5,,125,480,165.0165,28.8627,1.485594,,1329.2701,229.8745,1.43537,,0.59711,0.10493,0.83267,0,0,0,0.32113,0.422645,0.41021,0.2792,52.795,1.053599,,417.9675,269.2363,1.193539,,0.81685,0.061201,0.919104,0,0,0,0.700803,0.415974,0.441755,1,
STGP10NB60SD  ,600,16,TO-220AB,1.56,2.2,2,,125,480,166.0722,28.8256,1.431724,,1310.9068,233.2306,1.44667,,0.57391,0.10152,0.85547,0,0,0,0.316279,0.422694,0.415804,0.2703,52.1308,1.075654,,413.7803,276.7547,1.245142,,0.837784,0.060687,0.897303,0,0,0,0.700532,0.427729,0.441921,1,
STGWA19NC60HD  ,600,19,TO-247AD,0.6,3,1,,150,390,12.6204,0,3.113406,1.176945746,44.4679,16.7279,0.76073,0.454322666,0.35896,0.57379,0.32562,,,,0.082743,0.607566,0.452959,3.2139,1.7051,0.123689,1.147180173,7.2938,8.1293,0.0001,0.986904504,0.779647,0.325558,0.428692,,,,0.168203,0.767932,0.474491,1,
STGF19NC60KD  ,600,20,TO-220 FullPak,3.9,5.6,0.5,,125,480,0,24.7357,0.89716,,39.1248,13.839,1.35857,,0.37746,0.36363,0.51133,0,0,0,0.187849,0.431484,0.489257,31.8262,3.746,1.475046,,22.2968,8.1589,1.322964,,0.082984,0.940181,0.290326,0,0,0,0.090102,0.819684,0.311719,1,
STGP19NC60KD  ,600,20,TO-220AB,0.95,3,2,,125,480,0,24.4566,0.945676,,37.2128,14.7022,1.32598,,0.3661,0.37054,0.4822,0,0,0,0.185408,0.446725,0.464855,32.4841,3.8871,1.362551,,22.264,8.0573,1.33465,,0.084104,0.888207,0.292801,0,0,0,0.09078,0.800744,0.327938,1,
STGB19NC60KD  ,600,20,TO-263AB,0.95,3,35,,125,480,0,25.6103,0.910712,,37.6222,14.4623,1.32608,,0.35721,0.36628,0.49199,0,0,0,0.189221,0.446616,0.469493,33.1257,3.9461,1.401482,,20.7622,8.2166,1.383621,,0.08317,0.930446,0.290806,0,0,0,0.088813,0.79242,0.312233,1,
STGW30NC60VD  ,600,30,TO-247AD,0.5,1.5,1,,150,390,0,8.2112,0.761157,0.606844242,11.0744,12.5978,0.0001,1.246739588,0.59686,0.18896,0.56646,,,,0,0.294587,0.493717,0,3.6934,0.147296,1.18427361,3.6902,4.6675,0.000104,1.232724395,0.698744,0.284444,0.440062,,,,0,0.405512,0.462097,1,
STGW39NC60VD ,600,40,TO-247AC,0.5,1.5,1,,125,15,21.9718,19.2921,0.950006,,18.7452,20.2016,1.17727,,0.60246,0.16074,0.5946,0,0,0,0.449954,0.364831,0.384917,12.7043,10.6589,1.008325,,9.2467,9.5318,1.222813,,1.180881,0.029709,0.922949,0,0,0,0.521584,0.435764,0.413255,1,
STGF6NC60HD  ,600,3,TO-220 FullPak,5,7.5,0.5,,125,390,0,10.1462,1.168053,,14.922,16.2911,1.4012,,1.23058,0.15735,1.03812,0,0,0,0.957302,0.229004,0.717095,0,5.6839,1.189012,,10.7299,11.3872,1.470912,,1.419023,0.141027,1.027579,0,0,0,1.21727,0.276176,0.684394,1,
STGP6NC60HD  ,600,7,TO-220AB,2,3,2,,125,390,0,9.9762,1.146694,,15.3002,15.4768,1.3946,,1.20831,0.15659,1.04976,0,0,0,1.019094,0.224254,0.689357,0,5.5608,1.145245,,10.8293,12.2382,1.419441,,1.51018,0.137909,1.083053,0,0,0,1.237353,0.273899,0.688905,1,
STGB6NC60HD  ,600,7,TO-263AB,2,3,35,,125,390,0,10.3548,1.175837,,15.4119,16.3829,1.45253,,1.17924,0.15788,1.04188,0,0,0,1.014751,0.23843,0.739116,0,5.4388,1.224861,,11.4782,11.6627,1.466774,,1.4276,0.136243,1.038304,0,0,0,1.228098,0.275973,0.681138,1,
GT30J122,600,12,TO-247 FullPak,1.67,,,,150,400,35.8593,43.0827,0.00017,0.81210873,16.3261,11.8431,0.0001,1.272616843,0.76446,0.07207,0.70802,,,,0,0,0,10.2234,10.8711,0.000174,1.05078367,3.5523,3.1706,0.244911,1.324916692,1.16519,0.18513,1.002651,,0,0,0,0,0,1,GT30J122
GT20J321,600,20,TO-220 FullPak,2.78,4.23,0.5,,150,300,51.8552,3.7919,1.28041,0.327645,32.7253,0,4.67802,0.84596,0.75359,0.24889,0.66848,,61.7216,0.418821,0.435892,0.240256,0.444833,7.0316,1.4686,0,1.259779,13.9243,11.8795,0.000061,0.96923,0.85921,0.700394,0.360275,,28.9455,0.309951,0.667391,0.211119,0.496136,1,
GT30J341,600,30,TO-247AD,0.65,1.05,1,,150,300,248.0722,3.1011,1.64765,,48.2321,7.3914,1.34151,,0.25084,0.25109,0.5183,0,0,0,0.326798,0.280889,0.377872,87.5849,1.2022,1.904877,,59.9477,4.216,1.407096,,0.602712,0.131393,0.556548,0,0,0,0.46601,0.461647,0.280752,1,
IPP65R660CFD,650,6,TO-220AB,2,0,2,,150,360,,,,,,,,,0,1.5123,0.95894,,,,,,,,,,,,,,,0,0.578106,1.036132,,,,,,,1,
IGP40B65H5  ,650,40,TO-220AB,0.6,,2,,150,400,0.0001,14.2098,0.00025,1.255128049,37.5138,0.7445,1.40165,0.255683524,0.43332,0.1613,0.58254,,0,0,0,0,0,53.7471,6.6861,1.300927,0.000096,22.9456,0.4468,1.385861,0.254948758,0.585467,0.150274,0.539492,,0,0,0,0,0,1,
IGW40N65H5  ,650,40,TO-247AC,0.6,,1,,150,400,0.0001,13.686,0.000261,1.233537975,38.5049,0.7697,1.44138,0.243457027,0.45117,0.16143,0.59658,,0,0,0,0,0,51.3609,6.9496,1.347648,0.000101,23.1919,0.4252,1.435585,0.255569241,0.559165,0.159075,0.522828,,0,0,0,0,0,1,
IGW30N100T  ,1000,30,TO-247AD,0.36,,1,,175,600,352.7577,13.5408,1.078542,0.376544527,3.0111,74.0007,0.00017,1.056730802,0.53866,0.12122,0.70381,,,,,,,227.5026,9.3247,1.053319,0.359918604,85.7943,8.8442,0.696177,0.620849396,0.701091,0.081326,0.696669,,,,,,,1,
FGL35N120FTD ,1200,35,TO-247AD,0.34,0.9,1,,125,600,454.0085,10.3693,1.59893,,230.1315,14.1234,1.31229,,0.392,0.24872,0.52847,0,0,0,0.464509,0.406253,0.454246,323.9012,7.7292,1.616433,,36.679,31.7608,1.090913,,0.432755,0.271039,0.434108,0,0,0,0.590098,0.541071,0.38904,1,
FGA30N120FTD  ,1200,60,TO-3P,0.38,1.2,1,,125,600,48.0644,1.5696,1.79152,,271.3558,48.8747,0.9542,,0.30079,0.27691,0.51827,0,0,0,0.495865,0.147257,0.509864,64.1651,1.0489,1.849983,,0,78.6349,0.792651,,0.26891,0.335554,0.404451,0,0,0,0.6959,0.136898,0.435776,1,
FGH25N120FT  ,1200,25,TO-247AD,0.4,1.25,1,,125,600,320.6082,15.0838,1.43592,,0,39.2193,1.17701,,0.35962,0.33332,0.46333,0,0,0,0.385609,0.418183,0.475308,208.0467,6.7898,1.600464,,0,27.9808,1.171565,,0.526166,0.231173,0.466972,0,0,0,0.574962,0.571229,0.379833,1,
HGTG11N120CN  ,1200,11,TO-247AC,0.42,1.25,1,,150,960,137.6324,78.7493,0.0001,0.901198345,301.3997,239.6707,0.39865,0.36538827,0.51093,0.53145,0.61275,,,,0.555008,0.364564,0.526541,31.6444,42.2106,0.000104,1.06515326,112.6868,217.5244,0.713679,0.000102,0.608893,0.394942,0.576526,,,,0.907136,0.649675,0.414164,1,
HGTG27N120BN  ,1200,27,TO-247AC,0.25,,1,,150,960,89.5883,150.8989,0.000097,0.948711743,212.0632,271.2534,0.0001,0.615158675,0.09955,0.69149,0.50267,,,,,,,37.4528,15.6824,0.000675,1.19218021,246.6962,33.787,0.0001,0.650188938,0.688037,0.265741,0.583215,,,,,,,1,
FGL40N120AND  ,1200,40,TO-274AA,0.25,0.7,1,,150,600,122.1706,0.3722,1.566411,0.648365859,3.7068,61.4774,0.00016,0.884912452,0.48385,0.35576,0.50741,,,,0.29568,0.502719,0.410186,96.5837,0.0517,1.787614,0.775533977,26.384,0.5208,0.0001,1.028439895,0.78446,0.209779,0.583927,,,,0.392377,0.454536,0.430185,1,
HGTG11N120CND ,1200,43,TO-247AD,0.42,1.25,1,,150,960,273.9438,134.9499,1.01249,,30.5631,437.4535,0.6492,,0.3325,0.72372,0.51198,0,0,0,0.391551,0.4946,0.4699,127.0573,41.1807,1.20423,,147.0752,187.8605,0.722368,,0.50195,0.500857,0.487322,0,0,0,0.468372,1.03267,0.313095,1,
IGW40N120H3  ,1200,40,TO-247AD,0.31,,1,,175,600,0.0022,1.2059,0.00059,2.05647622,15.4747,72.8693,0.0001,0.913553454,0.54559,0.12792,0.71738,,,,,,,0.0023,1.0017,0.000625,2.007427103,9.7576,30.5596,0.000096,0.895842747,0.747417,0.084736,0.748034,,,,,,,1,
IKW40N120H3  ,1200,40,TO-247AD,0.31,1.11,1,,175,600,555.895,6.9883,1.71254,,21.9977,71.2336,0.95764,,0.55741,0.17817,0.67121,0,0,0,0.584021,0.414173,0.452074,394.2824,5.3455,1.759265,,10.1721,33.7556,0.960347,,0.728671,0.119069,0.632441,0,0,0,0.653198,0.244153,0.546009,1,
IGW40T120  ,1200,40,TO-247AD,0.45,,1,,150,600,4.6759,18.1549,0.0001,1.539683062,69.5901,87.8921,0.00032,0.940261504,0.38668,0.11026,0.74203,,,,,,,3.4086,11.4691,0.000102,1.44485397,42.8892,49.0703,0.000318,0.957010839,0.793776,0.050555,0.831804,,,,,,,1,
IKW40N120T ,1200,40,TO-247AD,0.31,0.53,1,,175,600,875.7153,13.2471,1.5625,,532.68,72.1929,1.06799,,0.4529,0.15017,0.69561,0,0,0,0.304538,0.202354,0.521543,577.2504,9.1927,1.531249,,295.4794,38.7752,1.07605,,0.549901,0.199414,0.4847,0,0,0,0.582854,0.236288,0.460044,1,
VBG4BC20KD,600,8,TO-220AB,2.1,3.5,2,,150,480,,61.6385,0.75199,,,37.47505,1.23794,,0.73729,0.39391,0.66259,,,,0.480127,0.298614,0.484192,,66.0998,0.686835,,,11.8354,1.367468,,0.975805,0.386349,0.531472,,,,0.710926,0.291752,0.386385,1,
VBGPS60B120KD,1200,60,TO-274AA,0.2,0.41,1,,150,600,,51.0158,1.21311,,,166.19169,0.9442,,0.96438,0.10727,0.73757,,,,0.514617,0.162959,0.551673,,31.0572,1.156278,,,98.2744,1.000958,,1.534509,0.01563,0.965613,,,,0.720564,0.126973,0.539246,1,
VBGP4072D,300,40,TO-247AC,0.7,0.87,1,,150,240,,30.1763,0.91208,,,11.54865,1.17575,,0.47765,0.10847,0.60985,,81.21006059,0.63970326,0.394271,0.173509,0.505934,,8.0846,1.040492,,,26.3336,1.061816,,0.671188,0.144148,0.441798,,43.288445,0.628426,0.64136,0.314323,0.419319,1,
